model,object_id,target_band,n_train_target_band,n_train_other_bands,n_heldout_target_band,heldout_indices,rmse,nrmse,crps,ncrps,object_flux_scale,nlpd,coverage_1sigma,coverage_2sigma,coverage_3sigma,z_score_mean,z_score_std,pit,notes,shuffle_repeat
mogp_independent_band_control,110721898,r,20,24,5,[ 9 10 11 17 23],2.075492354527399,0.39074270736316924,1.6795602185656893,0.31620251722453163,5.311659860610956,2.7010773123028735,1.0,1.0,1.0,0.30036876856580064,0.35051943652165307,[0.70514732 0.46320472 0.52847612 0.54750626 0.80624475],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,110721898,r,20,24,5,[ 9 10 11 17 23],2.717109961374008,0.5115368891601959,2.1377078618465424,0.40245571402244484,5.311659860610956,2.917178109295855,0.8,1.0,1.0,0.2569491705298485,0.4736081122413202,[0.68402677 0.41544287 0.46551999 0.50992964 0.860144  ],,0.0
mogp_shuffled_wavelength_control_seed1,110721898,r,20,24,5,[ 9 10 11 17 23],5.239482659606818,0.986411554410821,3.462890236782747,0.6519412627420084,5.311659860610956,3.3317442379404447,0.6,1.0,1.0,-0.05998875524589407,0.7620328121447014,[0.59260967 0.13029425 0.27016053 0.53999939 0.86491902],,1.0
mogp_shuffled_wavelength_control_seed2,110721898,r,20,24,5,[ 9 10 11 17 23],5.332014954509966,1.0038321531184544,3.501120324188458,0.6591386527121774,5.311659860610956,3.3369997161898213,0.6,1.0,1.0,-0.07219199914591448,0.7761655121528387,[0.59397424 0.12318892 0.26098776 0.53858071 0.86518095],,2.0
mogp_shuffled_wavelength_control_seed3,110721898,r,20,24,5,[ 9 10 11 17 23],5.203064312041454,0.9795552517632387,3.450628453671019,0.6496327973218755,5.311659860610956,3.33043523268755,0.6,1.0,1.0,-0.05701689200289484,0.7561028662060182,[0.59246456 0.13359569 0.27218154 0.53816253 0.86455226],,3.0
mogp_shuffled_wavelength_control_seed4,110721898,r,20,24,5,[ 9 10 11 17 23],5.335479381095906,1.0044843836220736,3.519358715255069,0.6625723046298876,5.311659860610956,3.3453184616056335,0.6,1.0,1.0,-0.07058618108507905,0.7693654075629899,[0.59260066 0.12608444 0.26372221 0.53559006 0.8644447 ],,4.0
same_total_train_budget_existing,110721898,r,6,14,5,[ 9 10 11 17 23],3.648349996282383,0.6868568568061026,2.729469983204684,0.5138638494993419,5.311659860610956,3.1321497484678877,1.0,1.0,1.0,0.32926117934967697,0.41307871345827185,[0.807017   0.66460438 0.71699062 0.36552274 0.54938107],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,22254809,r,18,0,5,[ 1 11 12 14 18],8.003866647082909,0.5179833645067305,4.458307177936867,0.28852666515551006,15.45197625160201,3.3801599201036416,0.6,1.0,1.0,-0.2817437740901945,1.1243120297575342,[0.66214124 0.03308753 0.20081247 0.92645771 0.2739264 ],,
mogp_target_only,22254809,r,18,0,5,[ 1 11 12 14 18],8.003865657801638,0.5179833004837697,4.458306545633188,0.28852662423493985,15.45197625160201,3.3801597061715576,0.6,1.0,1.0,-0.28174330007926873,1.1243118877176124,[0.66214125 0.0330876  0.2008126  0.92645779 0.27392652],,
mogp_real_wavelength,22254809,r,18,25,5,[ 1 11 12 14 18],3.6515557174869917,0.23631642050371454,2.213498703576385,0.14325020097975472,15.45197625160201,2.871970839231781,0.8,1.0,1.0,0.022047487650217423,0.6094931681139346,[0.65385529 0.25572759 0.4277325  0.84458171 0.32266578],,
mogp_independent_band_control,22254809,r,18,25,5,[ 1 11 12 14 18],7.716706688205031,0.4993993365350266,4.234799858499506,0.27406202219994064,15.45197625160201,3.304926514678563,0.6,1.0,1.0,-0.2577056005650776,1.0229596410418138,[0.66149441 0.05198762 0.22330643 0.90736542 0.26016918],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,22254809,r,18,25,5,[ 1 11 12 14 18],18.335907591900575,1.1866383492531947,9.595995614320005,0.6210206033241297,15.45197625160201,4.12263385167467,1.0,1.0,1.0,0.12382544832200496,0.4888696386845575,[0.57455391 0.64082962 0.54310295 0.76443015 0.22410272],,0.0
mogp_shuffled_wavelength_control_seed1,22254809,r,18,25,5,[ 1 11 12 14 18],22.53095788689442,1.458127913221358,10.614293940195491,0.6869214505228763,15.45197625160201,4.112728497819376,1.0,1.0,1.0,0.38756194132972166,0.2784501178558424,[0.57485054 0.66834954 0.55292838 0.81743967 0.60834114],,1.0
mogp_shuffled_wavelength_control_seed2,22254809,r,18,25,5,[ 1 11 12 14 18],24.30965300568599,1.573239086693888,11.55210032827844,0.7476131298791477,15.45197625160201,4.205053540094294,1.0,1.0,1.0,0.3802591810992427,0.2449140502465764,[0.55925153 0.69538039 0.57450738 0.78814179 0.59994802],,2.0
mogp_shuffled_wavelength_control_seed3,22254809,r,18,25,5,[ 1 11 12 14 18],19.77455976575818,1.279743085529789,9.063343078608481,0.5865491203863857,15.45197625160201,3.8460274077658783,0.8,1.0,1.0,0.11817428266533911,0.9220949076933267,[0.59947255 0.3675662  0.31815981 0.9679441  0.24154069],,3.0
mogp_shuffled_wavelength_control_seed4,22254809,r,18,25,5,[ 1 11 12 14 18],31.37523011696032,2.0304995041464315,13.821531048153357,0.8944830630787687,15.45197625160201,4.2160757308666,0.8,1.0,1.0,0.20357760126091812,0.7863849217854013,[0.57025204 0.55980477 0.44275352 0.94700115 0.21709041],,4.0
same_total_train_budget_existing,22254809,r,3,15,5,[ 1 11 12 14 18],18.269429138148443,1.1823360870266888,10.02325065446503,0.6486711143777387,15.45197625160201,4.103224139897801,0.8,1.0,1.0,0.5768341418683028,0.6201317735010757,[0.63974129 0.80699798 0.83714744 0.88645361 0.29765165],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,33266451,r,17,0,5,[ 1  3  8 13 19],6.118332292233955,0.8252390249740199,3.4978476098869193,0.471788751120092,7.414012312889071,3.133311991251808,0.8,1.0,1.0,-0.07457354633591405,0.7370175752961199,[0.79358754 0.55140889 0.09219305 0.65058685 0.35176614],,
mogp_target_only,33266451,r,17,0,5,[ 1  3  8 13 19],6.1183328605219165,0.8252391016245484,3.4978476830640277,0.47178876099020084,7.414012312889071,3.1333120368917986,0.8,1.0,1.0,-0.07457357863554051,0.7370176453475925,[0.79358751 0.55140894 0.09219302 0.65058688 0.35176612],,
mogp_real_wavelength,33266451,r,17,24,5,[ 1  3  8 13 19],5.225324885467996,0.7047904245294957,3.371874548245826,0.4547975382214983,7.414012312889071,3.1207871911522806,0.8,1.0,1.0,-0.16516014978097537,0.7464438285785343,[0.76305075 0.54190489 0.07708169 0.61908288 0.29969449],,
mogp_independent_band_control,33266451,r,17,24,5,[ 1  3  8 13 19],5.521702890331112,0.744765810643688,3.4697172472490827,0.4679945353229409,7.414012312889071,3.1418174593864667,0.8,1.0,1.0,-0.09096296654204186,0.7261571245081446,[0.79266249 0.54681395 0.09286633 0.62472584 0.3509591 ],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,33266451,r,17,24,5,[ 1  3  8 13 19],2.670999034178637,0.36026363613332196,4.3651773572661225,0.5887739557266952,7.414012312889071,3.394383809440363,1.0,1.0,1.0,0.08118002074005688,0.3981152478845148,[0.77555145 0.53872561 0.49393597 0.52221385 0.31238957],,0.0
mogp_shuffled_wavelength_control_seed1,33266451,r,17,24,5,[ 1  3  8 13 19],3.338600321996672,0.45030951947471154,4.364999541385604,0.588749971968237,7.414012312889071,3.3103510383325636,1.0,1.0,1.0,-0.10257864348244568,0.5389128530795108,[0.7584287  0.53586325 0.1923271  0.52416119 0.31015362],,1.0
mogp_shuffled_wavelength_control_seed2,33266451,r,17,24,5,[ 1  3  8 13 19],3.253334777334612,0.4388089255906377,4.0978381486391715,0.5527153146906951,7.414012312889071,3.245313107304159,0.8,1.0,1.0,-0.14366335353890985,0.6305066447536678,[0.76067111 0.54654156 0.11757723 0.51911765 0.34293659],,2.0
mogp_shuffled_wavelength_control_seed3,33266451,r,17,24,5,[ 1  3  8 13 19],3.4422098540685173,0.46428434547975106,4.13869883566097,0.5582265932396616,7.414012312889071,3.2586332543431213,0.8,1.0,1.0,-0.14269920008434128,0.6562255296622382,[0.77574386 0.54959799 0.11295126 0.52268329 0.32926373],,3.0
mogp_shuffled_wavelength_control_seed4,33266451,r,17,24,5,[ 1  3  8 13 19],2.5313534631777515,0.3414282788250915,4.2882750967779275,0.5784013993776178,7.414012312889071,3.3923345072110935,1.0,1.0,1.0,0.08036634465462571,0.3704879395247303,[0.74173314 0.55215639 0.53381437 0.52269905 0.30161262],,4.0
same_total_train_budget_existing,33266451,r,3,14,5,[ 1  3  8 13 19],16.23030357129043,2.1891390095312446,9.351631132237022,1.2613455086902743,7.414012312889071,4.587980783247174,0.6,0.8,1.0,0.46432808371720613,1.2863785490045192,[0.61488722 0.54520722 0.99780828 0.14493431 0.54983588],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,103854959,r,16,0,4,[ 1 16 18 19],7.994123398157056,0.8620710920647117,7.782247411173708,0.8392227878312379,9.273160266876197,4.072622334887315,1.0,1.0,1.0,-0.01042140506567664,0.5226643575879081,[0.29896049 0.79601301 0.35923909 0.50747421],,
mogp_target_only,103854959,r,16,0,4,[ 1 16 18 19],7.994123963977891,0.8620711530817565,7.782249242419217,0.8392229853092774,9.273160266876197,4.072622926347071,1.0,1.0,1.0,-0.010421499207520139,0.5226635802322277,[0.29896084 0.79601262 0.35923907 0.50747422],,
mogp_real_wavelength,103854959,r,16,23,4,[ 1 16 18 19],7.749057704077501,0.8356436728217884,7.668791230939965,0.8269878887279614,9.273160266876197,4.005437669809987,0.75,1.0,1.0,-0.0237293125449173,0.6611479444504547,[0.23018142 0.8466159  0.34426706 0.50883608],,
mogp_independent_band_control,103854959,r,16,23,4,[ 1 16 18 19],7.853682955763665,0.8469262613541884,8.310563439365879,0.8961953854125954,9.273160266876197,4.150212261794612,1.0,1.0,1.0,-0.017922306385652374,0.459393377105433,[0.31128542 0.76135093 0.37733235 0.50891982],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,103854959,r,16,23,4,[ 1 16 18 19],5.331013936146569,0.5748864230449023,18.551044017374757,2.0005093715072775,9.273160266876197,5.2530750519647755,1.0,1.0,1.0,0.002356953662458911,0.07608245229371655,[0.4605363  0.53938406 0.4851519  0.51868587],,0.0
mogp_shuffled_wavelength_control_seed1,103854959,r,16,23,4,[ 1 16 18 19],6.609356479066743,0.7127404562040642,12.025421182738683,1.296798592567583,9.273160266876197,4.725991098902735,1.0,1.0,1.0,-0.04584513347626764,0.20385225234508567,[0.36205536 0.57701696 0.46422675 0.5259578 ],,1.0
mogp_shuffled_wavelength_control_seed2,103854959,r,16,23,4,[ 1 16 18 19],5.813415709797408,0.626907714575254,12.178771780653749,1.3133356299422991,9.273160266876197,4.754888296770714,1.0,1.0,1.0,-0.002905437047509351,0.14415776575034228,[0.42507545 0.57642542 0.46847161 0.52537928],,2.0
mogp_shuffled_wavelength_control_seed3,103854959,r,16,23,4,[ 1 16 18 19],5.167575572180615,0.5572615401287991,18.60870425112004,2.0067273416583213,9.273160266876197,5.256069669762374,1.0,1.0,1.0,0.007002396492381649,0.07120330275740248,[0.46715979 0.54011756 0.48526975 0.51859304],,3.0
mogp_shuffled_wavelength_control_seed4,103854959,r,16,23,4,[ 1 16 18 19],5.071539278289674,0.5469051685006733,18.9835893633997,2.0471542405245855,9.273160266876197,5.2759372703223,1.0,1.0,1.0,0.0066305298502217485,0.06840603160467777,[0.46842815 0.53831311 0.48565541 0.51815489],,4.0
same_total_train_budget_existing,103854959,r,3,13,4,[ 1 16 18 19],6.313310135529324,0.6808153804998409,20.221696335672654,2.1806693461240734,9.273160266876197,5.218439540126056,1.0,1.0,1.0,0.02525095017638014,0.1309038703802734,[0.44090447 0.58527882 0.49422652 0.51943512],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,125554681,r,17,0,5,[ 0 13 14 15 20],3.7430802969392474,0.7521626923826292,2.4173394253520977,0.48575835577513465,4.976423764228819,2.971823728079676,0.4,1.0,1.0,-0.2567584408074531,1.3899576370031068,[0.81963767 0.96113819 0.25935661 0.07971629 0.02809789],,
mogp_target_only,125554681,r,17,0,5,[ 0 13 14 15 20],3.743080305378478,0.7521626940784717,2.417339425483229,0.48575835580148524,4.976423764228819,2.9718237100508786,0.4,1.0,1.0,-0.2567584259729626,1.3899576212918334,[0.81963767 0.96113819 0.25935661 0.07971628 0.0280979 ],,
mogp_real_wavelength,125554681,r,17,24,5,[ 0 13 14 15 20],3.9987300205843392,0.8035348696241928,2.412155027213896,0.4847165638410418,4.976423764228819,2.8949697530564307,1.0,1.0,1.0,-0.04561492933822027,0.7490898034483837,[0.82719251 0.78128567 0.32477186 0.21808626 0.23740424],,
mogp_independent_band_control,125554681,r,17,24,5,[ 0 13 14 15 20],3.9986842682506745,0.8035256758063364,2.4121249296243947,0.48471051580515756,4.976423764228819,2.894958566266742,1.0,1.0,1.0,-0.045600835027058494,0.7490875962871084,[0.82719757 0.78128884 0.32475333 0.21807039 0.23744914],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,125554681,r,17,24,5,[ 0 13 14 15 20],3.975361638438072,0.7988390512507171,2.378357029867385,0.4779249401876352,4.976423764228819,2.855898843920664,1.0,1.0,1.0,-0.06371226265253864,0.799995893070607,[0.82771864 0.80575067 0.31395234 0.19896362 0.21299106],,0.0
mogp_shuffled_wavelength_control_seed1,125554681,r,17,24,5,[ 0 13 14 15 20],3.7986935881051216,0.7633380451662145,2.468808971773673,0.4961010333404066,4.976423764228819,3.0242751559445797,0.4,0.8,1.0,-0.3496789360787408,1.4123831166760827,[0.79867132 0.95489375 0.23752719 0.06553243 0.01992204],,1.0
mogp_shuffled_wavelength_control_seed2,125554681,r,17,24,5,[ 0 13 14 15 20],4.004069464747989,0.8046078176721525,2.4225729014262596,0.48681000979860845,4.976423764228819,2.905695899873625,1.0,1.0,1.0,-0.04130511876399874,0.7373561879027484,[0.82701303 0.77541632 0.32747155 0.22278143 0.24320885],,2.0
mogp_shuffled_wavelength_control_seed3,125554681,r,17,24,5,[ 0 13 14 15 20],3.928784235927411,0.7894794378581709,2.349876694651398,0.472201887536712,4.976423764228819,2.8080064317707008,0.8,1.0,1.0,-0.09952423743434498,0.9076874247050635,[0.82783162 0.85147376 0.29550989 0.16481331 0.16507735],,3.0
mogp_shuffled_wavelength_control_seed4,125554681,r,17,24,5,[ 0 13 14 15 20],4.1865020922631855,0.8412672012291852,2.586382534284246,0.5197271488162845,4.976423764228819,2.9477915624553948,0.8,1.0,1.0,-0.24553013114530636,0.7952740400670238,[0.83124029 0.66448132 0.2418417  0.13379442 0.21115197],,4.0
same_total_train_budget_existing,125554681,r,3,14,5,[ 0 13 14 15 20],3.7552909114992974,0.7546163850620633,2.426863885079382,0.4876722723100864,4.976423764228819,2.9802568405753873,0.4,1.0,1.0,-0.2632285440158563,1.3945541653818132,[0.81713906 0.96140052 0.25834688 0.07901203 0.02695028],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,10777360,r,16,0,5,[ 0  4  7 12 18],6.295794459941406,0.7491644633727221,9.64599341541911,1.1478194732593803,8.403754806518553,4.059016311120605,1.0,1.0,1.0,-0.20437890141966938,0.4852464757771793,[0.24546287 0.54916006 0.67277524 0.47087151 0.20295659],,
mogp_target_only,10777360,r,16,0,5,[ 0  4  7 12 18],6.29579270099563,0.7491642540679749,9.645991211214461,1.147819210971308,8.403754806518553,4.059014389089716,1.0,1.0,1.0,-0.2043816806414409,0.48524929456677696,[0.24545864 0.54916001 0.67277529 0.4708715  0.20295647],,
mogp_real_wavelength,10777360,r,16,24,5,[ 0  4  7 12 18],4.451040064360578,0.5296489684477745,7.485902637304086,0.8907807057266218,8.403754806518553,3.886895051605567,1.0,1.0,1.0,-0.21589991552505022,0.5144624816603319,[0.21732246 0.52236878 0.6981198  0.47828876 0.20642663],,
mogp_independent_band_control,10777360,r,16,24,5,[ 0  4  7 12 18],6.410440392012919,0.7628066905332036,8.454377610700153,1.0060238316499113,8.403754806518553,3.9400529217650684,1.0,1.0,1.0,-0.18333207723893924,0.5411432465876647,[0.22650035 0.56752967 0.71735412 0.47127338 0.20066257],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,10777360,r,16,24,5,[ 0  4  7 12 18],4.525250948243333,0.5384796501598578,10.753746945943096,1.279635971482857,8.403754806518553,4.3456802689495735,1.0,1.0,1.0,-0.22156318633788766,0.3511399532439659,[0.31719678 0.48488254 0.5701899  0.50213308 0.21870758],,0.0
mogp_shuffled_wavelength_control_seed1,10777360,r,16,24,5,[ 0  4  7 12 18],8.627790734067476,1.0266590271500002,16.607149924412656,1.976158313368563,8.403754806518553,4.895745317734768,0.8,1.0,1.0,-0.3548100056644027,0.6151790385687007,[0.37824352 0.4897397  0.54207181 0.50386573 0.0601428 ],,1.0
mogp_shuffled_wavelength_control_seed2,10777360,r,16,24,5,[ 0  4  7 12 18],4.3747318538996955,0.5205687165582629,11.400173271878298,1.35655710266981,8.403754806518553,4.43963742605696,1.0,1.0,1.0,-0.1815393991732019,0.2833448939493785,[0.34426098 0.48614017 0.55445628 0.50470953 0.26735885],,2.0
mogp_shuffled_wavelength_control_seed3,10777360,r,16,24,5,[ 0  4  7 12 18],4.51918859943743,0.5377582644286605,9.516732319959903,1.132438123084939,8.403754806518553,4.207917712453994,1.0,1.0,1.0,-0.27033194615002026,0.43813267605255934,[0.27525248 0.48761027 0.59400392 0.49725319 0.16989856],,3.0
mogp_shuffled_wavelength_control_seed4,10777360,r,16,24,5,[ 0  4  7 12 18],4.307948653701946,0.5126218878209527,8.853206298669829,1.053482223422636,8.403754806518553,4.092564186175247,1.0,1.0,1.0,-0.26090655693764603,0.45170630334073597,[0.2575272  0.49291969 0.62208487 0.48767637 0.17986971],,4.0
same_total_train_budget_existing,10777360,r,4,12,5,[ 0  4  7 12 18],18.39422533963221,2.1888103309920863,10.62718296461934,1.2645755628634165,8.403754806518553,4.348904197019927,1.0,1.0,1.0,-0.07686974673705475,0.5503015891853771,[0.54195931 0.38666042 0.77730047 0.48638758 0.17601319],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,27655935,r,16,0,5,[11 16 18 19 20],120.27165960206014,17.990455215157716,76.3901413428805,11.426577310529764,6.685303854942269,8.70250639820192,0.0,0.4,0.6,-2.1714498774482958,2.219485829387546,"[8.02830430e-02 9.59955004e-01 2.60209076e-03 1.11931748e-05
 1.51984501e-05]",,
mogp_target_only,27655935,r,16,0,5,[11 16 18 19 20],120.2716652427502,17.990456058902474,76.3901449128406,11.426577844530938,6.685303854942269,8.70250733509096,0.0,0.4,0.6,-2.1714503271518195,2.2194859931217166,"[8.02827885e-02 9.59955015e-01 2.60209817e-03 1.11931353e-05
 1.51983973e-05]",,
mogp_real_wavelength,27655935,r,16,24,5,[11 16 18 19 20],47.09879473364672,7.0451240146441245,25.356093604255836,3.792810940898482,6.685303854942269,4.8661682045160495,0.0,1.0,1.0,-1.2520536421026573,0.33722894025581734,[0.10149479 0.02879419 0.1461831  0.15109378 0.15776858],,
mogp_independent_band_control,27655935,r,16,24,5,[11 16 18 19 20],139.02745530875748,20.79598150291675,91.0457470879084,13.618789671108317,6.685303854942269,11.35847910786173,0.0,0.2,0.4,-2.61416342794881,2.881971542838577,"[7.25864366e-02 9.89569096e-01 9.96076393e-04 2.46864980e-08
 3.73372870e-08]",Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,27655935,r,16,24,5,[11 16 18 19 20],48.323633041961855,7.228337573053985,26.045000638574567,3.8958589173654663,6.685303854942269,4.870969339979514,0.0,1.0,1.0,-1.2774558025963254,0.24958393927078706,[0.10486597 0.03872557 0.13010021 0.12801214 0.1344607 ],,0.0
mogp_shuffled_wavelength_control_seed1,27655935,r,16,24,5,[11 16 18 19 20],59.119457573428605,8.843196787491289,28.76571196957239,4.302827903372957,6.685303854942269,4.982154595811203,0.6,0.8,1.0,-0.8406462658639929,0.7913190321839417,[0.15859623 0.01030527 0.32193179 0.41253645 0.41893654],,1.0
mogp_shuffled_wavelength_control_seed2,27655935,r,16,24,5,[11 16 18 19 20],50.72747592650288,7.587908796247368,27.933267302204666,4.178309304752743,6.685303854942269,4.997058886855689,0.0,0.8,1.0,-1.366678847437523,0.3642338354097032,[0.09827717 0.01847094 0.12932985 0.11934648 0.12553944],,2.0
mogp_shuffled_wavelength_control_seed3,27655935,r,16,24,5,[11 16 18 19 20],167.0999613497727,24.99511839334574,111.60043336748845,16.69339730683822,6.685303854942269,18.590557299511783,0.0,0.2,0.4,-3.6112550503629577,4.104789438405567,"[6.55782575e-02 9.98277608e-01 1.39160192e-04 9.57064119e-16
 1.50818415e-15]",,3.0
mogp_shuffled_wavelength_control_seed4,27655935,r,16,24,5,[11 16 18 19 20],58.66786496243117,8.775646737292211,28.454136076606034,4.256221810407411,6.685303854942269,4.974156916505278,0.6,0.8,1.0,-0.8144574234032357,0.8171903955747044,[0.15749988 0.00994955 0.33871939 0.43298404 0.43860259],,4.0
same_total_train_budget_existing,27655935,r,3,13,5,[11 16 18 19 20],92.65744073938473,13.859869760577228,57.15753559945506,8.549728903825367,6.685303854942269,33.46434994784056,0.2,0.4,0.4,4.567266415800377,6.283297301965544,[0.07026927 0.34533859 1.         0.99999644 0.99996732],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,92053866,r,14,0,4,[ 0  4  8 10],22.40868939249803,1.2085356085821266,17.24989596213913,0.9303138237777248,18.542018318176215,5.021608300493892,0.5,1.0,1.0,0.9009788851887166,0.6256989008243131,[0.94175061 0.61989487 0.59776755 0.93076298],,
mogp_target_only,92053866,r,14,0,4,[ 0  4  8 10],22.408694578115295,1.2085358882505626,17.24989305119871,0.9303136667861627,18.542018318176215,5.021607169281663,0.5,1.0,1.0,0.9009775125329027,0.6256974214576538,[0.94175048 0.61989489 0.59776766 0.93076235],,
mogp_real_wavelength,92053866,r,14,21,4,[ 0  4  8 10],23.347439256533857,1.259163854543657,15.943974700705404,0.859883451041356,18.542018318176215,4.937176591579263,0.5,1.0,1.0,1.0439869959784631,0.613936251900926,[0.96072802 0.68548404 0.65106489 0.93888291],,
mogp_independent_band_control,92053866,r,14,21,4,[ 0  4  8 10],23.60075662684023,1.2728256558621278,16.101552894853654,0.8683818890994061,18.542018318176215,4.960536271010819,0.5,1.0,1.0,1.0812618381789554,0.6216425819879468,[0.96298049 0.68064301 0.67573739 0.94666744],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,92053866,r,14,21,4,[ 0  4  8 10],23.579638946988904,1.2716867464139248,16.1051788392351,0.8685774419415632,18.542018318176215,4.960917147514816,0.5,1.0,1.0,1.0786472302748769,0.6221531814037375,[0.96276342 0.67967585 0.67443078 0.94651029],,0.0
mogp_shuffled_wavelength_control_seed1,92053866,r,14,21,4,[ 0  4  8 10],23.64144312682979,1.275019942335768,16.093821749401663,0.8679649363535222,18.542018318176215,4.959746954761067,0.5,1.0,1.0,1.0865562327653557,0.6206089783175913,[0.96341691 0.68257851 0.67839672 0.94698426],,1.0
mogp_shuffled_wavelength_control_seed2,92053866,r,14,21,4,[ 0  4  8 10],23.500163643320388,1.2674005191917992,16.124731413910858,0.8696319428238425,18.542018318176215,4.962672068668087,0.5,1.0,1.0,1.068289567658465,0.6240132671561905,[0.96187831 0.67590017 0.66928738 0.94586699],,2.0
mogp_shuffled_wavelength_control_seed3,92053866,r,14,21,4,[ 0  4  8 10],23.43746337977936,1.2640189960768338,16.143920991590083,0.8706668667113038,18.542018318176215,4.964247456491698,0.5,1.0,1.0,1.0600425604089714,0.6253827152310224,[0.96115137 0.67290363 0.66523182 0.94533749],,3.0
mogp_shuffled_wavelength_control_seed4,92053866,r,14,21,4,[ 0  4  8 10],23.307948150490137,1.2570340375320423,15.939815700533826,0.8596591496681069,18.542018318176215,4.938066026611532,0.5,1.0,1.0,1.0479973445976787,0.6121860671383358,[0.96072973 0.68033648 0.65999852 0.93962972],,4.0
same_total_train_budget_existing,92053866,r,1,13,4,[ 0  4  8 10],38.80116741240362,2.0926075439353835,26.39099610700352,1.4233076277965477,18.542018318176215,5.664372743338323,0.25,0.5,1.0,1.7471189220136014,0.5807534569425656,[0.98422177 0.94209359 0.99145354 0.81089366],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,4766293,r,19,0,5,[ 4 13 15 20 23],3.3992301022557925,0.7351761450183859,1.9201395728486914,0.41528251003877614,4.6236947774887085,2.5832493374950394,0.6,1.0,1.0,-0.07952703181663387,0.8597557430650122,[0.31020221 0.8480798  0.39496071 0.08614143 0.75826338],,
mogp_target_only,4766293,r,19,0,5,[ 4 13 15 20 23],3.3992308135565334,0.7351762988565554,1.920139991349819,0.41528260055104993,4.6236947774887085,2.583249538337589,0.6,1.0,1.0,-0.07952675925655195,0.8597559900641157,[0.31020229 0.84807997 0.39496099 0.08614138 0.75826339],,
mogp_real_wavelength,4766293,r,19,24,5,[ 4 13 15 20 23],3.306956943155162,0.7152195597459585,1.8490965862399675,0.3999175281298038,4.6236947774887085,2.531803375881439,0.8,1.0,1.0,-0.08488280055251199,0.8473818299982642,[0.30470415 0.82855771 0.36892736 0.0940991  0.78484075],,
mogp_independent_band_control,4766293,r,19,24,5,[ 4 13 15 20 23],3.2087740813308776,0.6939848402090407,1.8073206194566018,0.39088233683933205,4.6236947774887085,2.523383633560494,0.8,1.0,1.0,-0.15398895998667547,0.8224977278964193,[0.2658969  0.8093299  0.3659618  0.09045119 0.74551594],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,4766293,r,19,24,5,[ 4 13 15 20 23],2.8158248325210984,0.6089988565487604,1.5398906138017672,0.33304331014646604,4.6236947774887085,2.3664647661536407,0.8,1.0,1.0,-0.03406796918665152,0.7527919522235249,[0.44604737 0.77470408 0.33774343 0.11757443 0.7929543 ],,0.0
mogp_shuffled_wavelength_control_seed1,4766293,r,19,24,5,[ 4 13 15 20 23],2.9647798542557453,0.6412144393030246,1.6472689571605268,0.3562668031593592,4.6236947774887085,2.431854996589771,0.8,1.0,1.0,-0.14406791788344708,0.7770599336813623,[0.30135405 0.77075761 0.33560159 0.10464738 0.76999508],,1.0
mogp_shuffled_wavelength_control_seed2,4766293,r,19,24,5,[ 4 13 15 20 23],3.326248125830713,0.7193918037205119,1.855441385264056,0.40128976382645476,4.6236947774887085,2.5315442331475966,0.8,1.0,1.0,-0.08047467321611276,0.8511134879794182,[0.31654315 0.82626579 0.35534407 0.09416845 0.79444732],,2.0
mogp_shuffled_wavelength_control_seed3,4766293,r,19,24,5,[ 4 13 15 20 23],2.975482108838893,0.6435290935131713,1.656275978508139,0.3582148169840313,4.6236947774887085,2.4371604533856317,0.8,1.0,1.0,-0.15544217666655008,0.7794377975833947,[0.28964334 0.77046857 0.33535426 0.10323631 0.76587378],,3.0
mogp_shuffled_wavelength_control_seed4,4766293,r,19,24,5,[ 4 13 15 20 23],3.0884767023516235,0.6679672536752272,1.717610016681436,0.37147997420675993,4.6236947774887085,2.4655332652589594,0.8,1.0,1.0,-0.1300894179758215,0.8041117512913106,[0.30304898 0.78899978 0.33995325 0.09904878 0.77691928],,4.0
