model,object_id,target_band,n_train_target_band,n_train_other_bands,n_heldout_target_band,heldout_indices,rmse,nrmse,crps,ncrps,object_flux_scale,nlpd,coverage_1sigma,coverage_2sigma,coverage_3sigma,z_score_mean,z_score_std,pit,notes,shuffle_repeat
mogp_shuffled_wavelength_control_seed3,22540174,r,17,25,5,[14 15 17 18 19],4.407455454185307,0.6324574568286881,2.555363069166737,0.3666874106383642,6.968777751922595,2.8852544041199386,0.6,1.0,1.0,-0.01496963611223714,0.8714098002150485,[0.68257701 0.80791227 0.12782478 0.15801076 0.76405486],,3.0
mogp_shuffled_wavelength_control_seed4,22540174,r,17,25,5,[14 15 17 18 19],4.652783304542322,0.6676613130987971,2.7147225156313337,0.38955504283120196,6.968777751922595,2.9548127988599613,0.8,1.0,1.0,0.16112643454178832,0.8205056851576116,[0.73383283 0.86296953 0.20645548 0.20251268 0.77001269],,4.0
same_total_train_budget_existing,22540174,r,6,11,5,[14 15 17 18 19],5.76604851753719,0.8274117388729196,4.547916321110337,0.6526131960307712,6.968777751922595,3.5524837520466783,0.8,1.0,1.0,-0.05360975255995766,0.5747051709425298,[0.11862408 0.50816904 0.62265881 0.6267472  0.60165931],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,100826219,r,19,0,5,[ 7  8 19 20 23],14.333070401999038,1.997342652766146,6.10049187973419,0.8501160109104889,7.17606985569,3.4661240305680763,1.0,1.0,1.0,-0.32150755128904707,0.23102963294926573,[0.31449492 0.49979093 0.30935324 0.2932594  0.46720707],,
mogp_target_only,100826219,r,19,0,5,[ 7  8 19 20 23],14.333041647758588,1.9973386458039746,6.100484501538391,0.8501149827438256,7.17606985569,3.466123529323827,1.0,1.0,1.0,-0.32150700716567615,0.2310299497946172,[0.31449519 0.4997913  0.30935353 0.29325918 0.4672074 ],,
mogp_real_wavelength,100826219,r,19,27,5,[ 7  8 19 20 23],7.61605812835255,1.061313264991934,3.543917820159114,0.4938521908826034,7.17606985569,3.118823487576581,1.0,1.0,1.0,-0.3331025039992529,0.4208378373265197,[0.22908323 0.65261133 0.29853448 0.25322309 0.451045  ],,
mogp_independent_band_control,100826219,r,19,27,5,[ 7  8 19 20 23],15.289811695110384,2.130666507236812,6.4546932278135,0.8994746926404973,7.17606985569,3.503534106507947,1.0,1.0,1.0,-0.3203428970853498,0.2265897617556286,[0.31571653 0.4946767  0.30863059 0.29704606 0.46970612],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,100826219,r,19,27,5,[ 7  8 19 20 23],4.383025428610935,0.6107835509900419,6.939156020282823,0.9669855728593104,7.17606985569,4.1460813012209226,1.0,1.0,1.0,-0.14315426659252625,0.1962997935394233,[0.4790915  0.53233715 0.3110724  0.42039264 0.47974975],,0.0
mogp_shuffled_wavelength_control_seed1,100826219,r,19,27,5,[ 7  8 19 20 23],4.544672808110666,0.6333094436792773,6.956286847391553,0.9693727886268864,7.17606985569,4.14376076681784,1.0,1.0,1.0,-0.14211575457775355,0.20561621801493699,[0.47961785 0.54110992 0.30797366 0.41587863 0.48060081],,1.0
mogp_shuffled_wavelength_control_seed2,100826219,r,19,27,5,[ 7  8 19 20 23],4.274572615473722,0.5956704298362365,6.657709017197395,0.9277653577909935,7.17606985569,4.106511131886732,1.0,1.0,1.0,-0.14045639810738872,0.2037242054541946,[0.48930133 0.5365346  0.30963504 0.41386077 0.47900203],,2.0
mogp_shuffled_wavelength_control_seed3,100826219,r,19,27,5,[ 7  8 19 20 23],4.434734866491774,0.6179893668364188,6.786379839330155,0.9456958998175228,7.17606985569,4.150430543814376,1.0,1.0,1.0,-0.13596048502433444,0.2030597548400365,[0.48705838 0.53901783 0.31006772 0.42100079 0.47993199],,3.0
mogp_shuffled_wavelength_control_seed4,100826219,r,19,27,5,[ 7  8 19 20 23],3.2419769658913506,0.45177611576909954,2.926784659854655,0.4078534237698326,7.17606985569,3.151857228007413,1.0,1.0,1.0,-0.215437157059663,0.29860369238740664,[0.46135635 0.59458197 0.30849347 0.27898502 0.44688649],,4.0
same_total_train_budget_existing,100826219,r,6,13,5,[ 7  8 19 20 23],8.16244976861921,1.1374540567142188,7.000810107114683,0.9755771958607188,7.17606985569,4.035446235632401,1.0,1.0,1.0,-0.17753427388341106,0.15191904454126376,[0.38851405 0.53381922 0.46084702 0.37427395 0.39338911],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,105385367,r,20,0,6,[ 6 12 13 14 20 25],1.4858673046998252,0.3085478007091454,1.0749257372237324,0.22321372244814452,4.8156794548034645,2.2355270381804866,1.0,1.0,1.0,0.01774948500615046,0.4880405501383075,[0.61683089 0.49153235 0.43058986 0.54216315 0.77474593 0.19626874],,
